5,1.1e-05
6,6.0e-06
7,6.0e-06
8,5.0e-06
9,9.0e-06
10,8.0e-06
11,1.2e-05
12,1.2e-05
13,1.6e-05
14,1.5e-05
15,1.6e-05
16,2.0e-05
17,2.2e-05
18,2.5e-05
19,2.6e-05
20,2.9e-05
21,3.1e-05
22,3.4e-05
23,3.6e-05
24,3.4e-05
25,4.2e-05
26,4.4e-05
27,4.5e-05
28,5.3e-05
29,5.7e-05
30,6.1e-05
31,6.2e-05
32,6.6e-05
33,6.9e-05
34,6.9e-05
35,7.1e-05
36,7.6e-05
37,8.2e-05
38,8.1e-05
39,7.4e-05
40,7.9e-05
41,0.000103
42,8.9e-05
43,9.6e-05
44,9.0e-05
45,9.6e-05
46,9.6e-05
47,0.000103
48,0.000105
49,0.000106
50,0.000119
51,0.000116
52,0.000118
53,0.00016
54,0.000178
55,0.000135
56,0.000172
57,0.000235
58,0.000199
59,0.000171
60,0.000179
61,0.000194
62,0.00018
63,0.00017
64,0.000238
65,0.000208
66,0.000205
67,0.000191
68,0.000191
69,0.000187
70,0.000209
71,0.000208
72,0.000209
73,0.000216
74,0.000222
75,0.000238
76,0.000237
77,0.000247
78,0.000247
79,0.000246
80,0.000259
81,0.00026
82,0.000276
83,0.000296
84,0.000293
85,0.000293
86,0.000298
87,0.000466
88,0.000429
89,0.000306
90,0.000407
91,0.000377
92,0.000367
93,0.000333
94,0.000347
95,0.000356
96,0.000356
97,0.000375
98,0.000373
99,0.000388
100,0.000484
101,0.000473
102,0.000461
103,0.000415
104,0.000467
105,0.000466
106,0.00053
107,0.000471
108,0.000526
109,0.000478
110,0.000519
111,0.000489
112,0.000547
113,0.000554
114,0.000503
115,0.000501
116,0.000756
117,0.000767
118,0.000799
119,0.000809
120,0.00075
121,0.000729
122,0.000654
123,0.000636
124,0.000801
125,0.000921
126,0.00088
127,0.00075
128,0.000632
129,0.000597
130,0.000718
131,0.000716
132,0.000628
133,0.000668
134,0.000665
135,0.000686
136,0.000719
137,0.000717
138,0.000712
139,0.000731
140,0.000746
141,0.000783
142,0.000743
143,0.000727
144,0.000795
145,0.000799
146,0.000857
147,0.000802
148,0.000771
149,0.000827
150,0.000835
151,0.000864
152,0.000885
153,0.000998
154,0.001066
155,0.001415
156,0.001394
157,0.00093
158,0.000931
159,0.000955
160,0.001172
161,0.00105
162,0.001467
163,0.001568
164,0.001666
165,0.00156
166,0.001314
167,0.001077
168,0.00108
169,0.001061
170,0.001099
171,0.001298
172,0.001215
173,0.001316
174,0.001216
175,0.001192
176,0.001126
177,0.001132
178,0.001176
179,0.001192
180,0.001445
181,0.001221
182,0.001233
183,0.001296
184,0.00127
185,0.001259
186,0.001236
187,0.00132
188,0.001348
189,0.00156
